id,studentId,batchId,paid,isRead,createdAt
2c74ed6f-f368-4d60-b8e7-972ebdc735bd,cms0a762w0002l704o1pdam2q,cmrx1uju40000l90434dr22kr,true,true,2026-07-25 11:24:06.152
2d6736db-03c5-4d07-9f12-9deb2a4ce45a,cmrsw1yse0004la04uweyz875,cmrj4maoy0000jp04azdi1kbb,true,true,2026-07-20 07:13:45.566
2dbe9601-e4c3-42ed-812a-0b89d10fb6b8,cmrnuuvj30002ju04s5jcxqm0,cmqs86s2h0000jr04ir8qdft8,false,true,2026-07-16 18:41:24.255
2e6ea525-8c9d-419e-8059-14c175b890c0,cmrreza220002jo04vcqt5gai,cmrj4maoy0000jp04azdi1kbb,false,true,2026-07-19 06:28:00.554
2e8366c6-977a-43e4-8736-449ce6173de1,cmq0u3rmi0002jj04uzju0j00,cmpigctvg0000i60456sxp4gt,false,true,2026-06-05 11:21:55.098
2f835ec8-80ce-4bed-b278-342f0f42765a,cmquroemw0002ju04nuuuofpm,cmqmenrlp0000jv04j1xly1hq,false,true,2026-06-26 10:07:04.473
3036f411-9ca9-4b09-96c3-3166bd15254e,cmq29ov8j0002la04iumrz9ti,cmpigctvg0000i60456sxp4gt,false,true,2026-06-06 11:25:59.971
30e7b191-fd28-406f-885a-1023ae586440,cmph11zqc0002k104qd7jh6bu,cmpblfjl10000l204e2inoxr5,true,true,2026-05-22 14:41:06.084
311c4940-5873-4de4-ae9f-5eb9e13c6e8d,cmrow2u6t0002ld04nfz5z6so,cmrj4maoy0000jp04azdi1kbb,false,true,2026-07-17 12:03:21.557
352f3d91-f077-4707-ad85-e1b9f09d551a,cmq753cia0002jo04djyqdg8k,cmq4tubg50001jv04zkahc11j,true,true,2026-06-09 21:16:08.339
353abe5d-d9e7-4673-9a5f-9d67cc64d57c,cmqiab6w70003i9042v6rbyu8,cmq4trtgc0000jv04zb4ys2rm,false,true,2026-06-17 16:27:40.328
37b10175-8411-428b-9a5b-ef6f54fb5696,cmrl17xaq0002i604002gksm1,cmrj4maoy0000jp04azdi1kbb,false,true,2026-07-14 19:16:12.243
38b3ab7a-aba0-4de3-8642-283ec7ec340f,cmsq8fj620002l1043h883dhd,cmsfw0h6g0003l804o6nzmp6m,false,true,2026-08-12 15:16:37.706
3a3bf054-2b6b-4fb0-947d-d03ca831bc61,cmpue3zfj0002l704ft7lczh9,cmpigctvg0000i60456sxp4gt,false,true,2026-05-31 23:07:34.303
3a8066eb-6ee1-4890-92d6-21f16b2e2ccf,cmrh3juty0002l504ww0q4ecz,cmr4qaf4s0000lb04ubn1ktlo,true,true,2026-07-12 01:10:23.446
3acce857-92d1-465b-ac06-b72d799b233a,cmsc2ivjd0002jy04axlg0093,cms05m2qh0000l5045gmughkm,true,true,2026-08-02 17:22:29.546
3cc35211-a50a-427c-9ebe-84f0074c808b,cms3li9i30002l704uwejtvgo,cms05rk2r0000la04eucpumzy,false,true,2026-07-27 19:03:58.107
3e0566d7-ad73-4c37-ac50-beff76297b2d,cmricgoew0005l704iqzqltw8,cmr4qaf4s0000lb04ubn1ktlo,false,true,2026-07-12 22:07:37.881
3eb80a2c-80ee-4dc8-8e2c-ba4b237653b2,cms6376hm0002la04ztli6huv,cms05m2qh0000l5045gmughkm,true,true,2026-07-29 12:54:46.427
40fa67af-beab-4de8-beeb-7c5a70ad3b91,cms7dv29f0002jr0458wttllt,cms05m2qh0000l5045gmughkm,true,true,2026-07-30 10:41:03.028
41aa50d9-93b8-49c5-b566-a0e9068b30fd,cms0dxrhv0002l204454l77jh,cms05m2qh0000l5045gmughkm,false,true,2026-07-25 13:08:45.811
41bb3a9a-5b23-4d21-9780-4deb88331047,cms8i7brd0002l104ud5wmh4l,cms05rk2r0000la04eucpumzy,false,true,2026-07-31 05:30:19.849
426c4251-bd11-4b61-ad1a-4bcab8324e55,cmq7nnmsf0002l504azeg3zrz,cmq4tubg50001jv04zkahc11j,true,true,2026-06-10 05:55:47.872
4331eecd-81c3-443b-8aa0-fb99f55a217e,cmpcojpcx0002kv04m61tb3dh,cmpblfjl10000l204e2inoxr5,true,true,2026-05-20 14:32:37.376
43a18321-7df2-4b76-9724-f4f90a29c0c7,cmrxkmsqo0002jp04tixt3w3p,cmrx1uju40000l90434dr22kr,true,true,2026-07-23 13:52:52.992
441a9751-569e-4788-a794-01de66d07e90,cms7zc72f0002ju045ibrro97,cmrx1uju40000l90434dr22kr,false,true,2026-07-30 20:42:14.343
441bb14a-7b40-4b3a-b718-84c3f0ae7e30,cmrg5ptpf0002ib041q5mubpl,cmr4qaf4s0000lb04ubn1ktlo,true,true,2026-07-11 09:23:14.979
446c0d78-ab10-40ed-9400-9be0f090fb9d,cmsd0t5z00002jo04vli9hdsd,cmrx1uju40000l90434dr22kr,true,true,2026-08-03 09:22:16.572
44cf77da-e103-47e2-86bc-0e1297d22cc6,cmqdmjo8t0002l704merb7m3g,cmq4trtgc0000jv04zb4ys2rm,true,true,2026-06-14 10:11:20.574
45790053-bd8f-4534-825a-7cec432e9e5d,cmsdbx9v40007l804g94ikzeh,cms05m2qh0000l5045gmughkm,true,true,2026-08-03 14:33:23.195
45a778d3-c834-4542-a6a0-f54d64eca718,cmrhqe0qr0002l404u2gsgizo,cmr4qaf4s0000lb04ubn1ktlo,true,true,2026-07-12 11:49:42.34
45ac47d4-9cbe-434c-9784-884bffbaaa16,cmqtuac200002l404zpk0u502,cmqmenrlp0000jv04j1xly1hq,true,true,2026-06-25 18:32:20.617
460c8eb4-7bd6-480e-afb2-1ba49ec94f53,cmrx8zmis0005jr043hr6y3ua,cmrx1uju40000l90434dr22kr,false,true,2026-07-23 08:26:56.069
464a2656-2055-45ba-b007-ee49df951616,cmpl0za270002jv042wwkh96a,cmpblfjl10000l204e2inoxr5,false,true,2026-05-25 09:52:45.742
47620571-67c4-4369-82f5-578a6535830b,cms97wa6v0002lf04bhszkv26,cms05m2qh0000l5045gmughkm,false,true,2026-07-31 17:29:34.615
49c22580-5feb-47a6-b2ed-2398949c2167,cmpvuqya60003jp04vmeokbsf,cmpigctvg0000i60456sxp4gt,false,true,2026-06-01 23:41:05.934
4a0fb21d-4786-46d3-a89e-841b321c3796,cms5z31nl0002ji05bwazqx2x,cms05m2qh0000l5045gmughkm,false,true,2026-07-29 10:59:35.074
4a3bed17-662e-41e2-ad2a-8ad2e41748ca,cmsg1fq3n0002l704e0a90nut,cms05m2qh0000l5045gmughkm,true,true,2026-08-05 12:03:07.619
4b13b46a-e0d1-40e5-ad60-74bd4a17aac9,cmrm94lv40002l904749h87vi,cmrj4maoy0000jp04azdi1kbb,true,true,2026-07-15 15:45:19.006
4b379490-107f-4f22-b345-0cf66b17088a,cmr83jxvq0002ic04179a22d0,cmr4qaf4s0000lb04ubn1ktlo,false,true,2026-07-05 18:00:31.814
4b753bbf-f996-4854-93a5-fb8f027e6371,cmrqbpee70005js04qmkh6apj,cmrj4maoy0000jp04azdi1kbb,true,true,2026-07-18 12:08:34.592
4c23174b-bb60-404a-bdf2-ba2704e75d62,cms4me1pz0002lc04htd9js2c,cmrx1uju40000l90434dr22kr,false,true,2026-07-28 12:16:27.191
4ded51b0-21b7-4d6d-9b2e-7b7a1e9ad8c2,cmpqrzejh0002la0440287y8t,cmpigctvg0000i60456sxp4gt,false,true,2026-05-29 10:24:50.525
4e4eb649-1809-4484-8ef5-235364b8e024,cmqyo3wrx0002jp049biqtab9,cmqmenrlp0000jv04j1xly1hq,false,true,2026-06-29 03:38:14.062
4eb81369-5f3e-41c2-a567-d1b8fd198a51,cmq5u0cul0002l804996gcdpl,cmq4tubg50001jv04zkahc11j,true,true,2026-06-08 23:18:06.861
4f054f7a-7a56-43a9-830f-df0f41f015df,cmpsz14jh0002jm05b9rz1q2c,cmpigctvg0000i60456sxp4gt,false,true,2026-05-30 23:17:40.541
4fb5ff8c-9f15-4ba7-88bc-423f3ef23ee8,cms66dph30004kw04m82jlemp,cms05m2qh0000l5045gmughkm,true,true,2026-07-29 14:23:49.816
50570512-1c2e-4272-a5a0-7730327923a2,cmripyjm20002l104yiisw3su,cmr4qaf4s0000lb04ubn1ktlo,true,true,2026-07-13 04:25:26.474
51716b62-26b7-4719-ae27-994b5d6f01bd,cmqx3dzlk0002l404wq2m2tyr,cmqw8vwhi0000jp041gsg24q8,false,true,2026-06-28 01:10:26.168
52932e91-7767-4adb-bfb3-0913f7dae1e7,cmqgbnnb10004jy04weanzacn,cmq4trtgc0000jv04zb4ys2rm,true,true,2026-06-16 07:29:48.733
53447f45-7088-4e8d-89ea-cd64a4fccc7a,cmqjwwjag0002l504v3mqtcv2,cmq4trtgc0000jv04zb4ys2rm,false,true,2026-06-18 19:47:53.897
535bd3e5-ec6d-40e9-ab3a-7c42a6a29336,cmpmhti1y0002jr04sr7qkt8v,cmpigctvg0000i60456sxp4gt,false,true,2026-05-26 10:29:14.278
55249bb1-faed-4eb7-9219-53cc90fa911f,cmrujd9r40002l704h4eug5m8,cmrj4maoy0000jp04azdi1kbb,false,true,2026-07-21 10:54:10.337
5639970a-5d38-4994-987a-6aff8f291a1e,cmquxt2km0002l804o6tactu1,cmqmenrlp0000jv04j1xly1hq,true,true,2026-06-26 12:58:39.814
564c9dc5-9f48-46de-a0f2-b28aff64b10d,cmqy7gnx60002k104790ubqqb,cmqw8vwhi0000jp041gsg24q8,false,true,2026-06-28 19:52:15.642
569dd05a-d46e-4a3e-b959-77a504a1a291,cmpvgpbic0002l504ko3fmp5i,cmpigctvg0000i60456sxp4gt,false,true,2026-06-01 17:07:55.14
582def48-0224-4300-b8c8-41816416d8cd,cmrs7mej80002jl040uczgkzn,cmrj4maoy0000jp04azdi1kbb,false,true,2026-07-19 19:49:48.692
5ae91c8f-7fe1-4b29-8ec0-bf3785e44584,cmqov6cym0002la05vcw5cpk1,cmqmenrlp0000jv04j1xly1hq,false,true,2026-06-22 06:58:23.903
5c0ef901-f35a-48a1-a37b-199a3a432645,cmritc0kk0002jo04lcwlo4j9,cmr4qaf4s0000lb04ubn1ktlo,false,true,2026-07-13 05:59:53.828
5c4bffd8-f3cf-45db-af9f-0779ee9f47d1,cmq6r14vw0004ik04oyzukkko,cmq4tubg50001jv04zkahc11j,true,true,2026-06-09 14:42:30.524
5ccd2635-7990-4a6d-a1e1-37ead51decf1,cmpsuh7ns0003l204c1t5lptk,cmpigctvg0000i60456sxp4gt,false,true,2026-05-30 21:10:13.001
5d3da9a2-c57a-4d7d-9c27-32ba3adbbcc4,cmr0u5fc90002l704ruh0atu0,cmqmenrlp0000jv04j1xly1hq,true,true,2026-06-30 16:02:54.825
5e480a07-68ca-421f-be82-43a4526093f4,cmqw3xz7q0002ju047vsnym5p,cmqmenrlp0000jv04j1xly1hq,true,true,2026-06-27 08:38:12.614
5e6e4cb3-203a-4095-8786-b56fe43d22e6,cmqxytjax0002l204t1o631om,cmqmenrlp0000jv04j1xly1hq,true,true,2026-06-28 15:50:19.642
5f7c04e2-706c-41c2-aa6e-a24dbcbec5f4,cms7ih2m40002jn04kym6dgzq,cmrx1uju40000l90434dr22kr,true,true,2026-07-30 12:50:08.381
5fb522dc-9b06-4956-8994-ab9b3fd7d477,cmputq4ll0002ji04440xizk4,cmpigctvg0000i60456sxp4gt,false,true,2026-06-01 06:24:41.673
61ab66bf-9a81-461e-9e18-796696bdf99a,cmq6bex6u0002ie048mwvd3mp,cmq4tubg50001jv04zkahc11j,true,true,2026-06-09 07:25:19.878
61ac7b69-fe2c-4d39-afb2-b6b3ab919e34,cmrzh9vz00002l404k6coo5vn,cmrx1uju40000l90434dr22kr,false,true,2026-07-24 21:54:24.157
61bdfb9d-e644-4dce-908c-edb3e4f36a1f,cmqph3l7b0002jp04soag834l,cmqmenrlp0000jv04j1xly1hq,false,true,2026-06-22 17:12:06.168
6253e193-553c-4316-b838-9a13b43abd2f,cmqjxqi2f0002jo04qk1k2ct1,cmq4trtgc0000jv04zb4ys2rm,false,true,2026-06-18 20:11:11.992
62a945c0-4af4-4ab5-b32a-ae50fe2e433f,cmrs2f0qk0002jv0497kcxn7u,cmrj4maoy0000jp04azdi1kbb,false,true,2026-07-19 17:24:06.14
63053999-9f3a-437f-af4f-cac001718cce,cmpz99dh30003l40439hppwyg,cmpigctvg0000i60456sxp4gt,false,true,2026-06-04 08:50:38.583
660a255e-94be-4581-bd77-b725bef0e0f4,cmq6ih0kg0002ic0420xl3hil,cmq4tubg50001jv04zkahc11j,true,true,2026-06-09 10:42:54.881
675ec49a-cf54-4567-95a2-529fe82dad4b,cmrn7s7hn0002l104a72jkomk,cmrj4maoy0000jp04azdi1kbb,true,true,2026-07-16 07:55:28.619
67c1fbe4-4a56-4532-bdb3-3eeb52678588,cmq85zdrr0002i6042luofpbc,cmq4tubg50001jv04zkahc11j,true,true,2026-06-10 14:28:49.143
68569bb9-4870-41cd-8a67-9579eca5bc43,cmrxf3fwx0003l1042ybiayjm,cmrx1uju40000l90434dr22kr,false,true,2026-07-23 11:17:51.826
68bdff6d-6d21-41c7-b232-40c58389b112,cmrl468cy0002ky04y5ad0qo0,cmrj4maoy0000jp04azdi1kbb,false,true,2026-07-14 20:38:52.114
6d7314bc-a328-497a-8f0a-4d8b43635fe2,cmr98666e0002l404uuwdsv6e,cmr4qaf4s0000lb04ubn1ktlo,true,true,2026-07-06 12:57:33.638
6e0f98d8-a34d-4f2b-8758-f5247b8b7635,cmqdidzpk0002im04jcwn7qy0,cmq4trtgc0000jv04zb4ys2rm,true,true,2026-06-14 08:14:57.033
6f514e8f-8466-49fb-adc0-675a0f2bb6f6,cmpm51hg00003l704dfgyqngp,cmpigctvg0000i60456sxp4gt,false,true,2026-05-26 04:31:31.729
70bc42b9-dcc2-4642-a6d5-42285dc87f25,cmr0qgopt0002l404etcwrq3i,cmqmenrlp0000jv04j1xly1hq,true,true,2026-06-30 14:19:41.73
714b2281-2f84-47ab-8ac3-da6a45f73114,cmr1wtifr0002l504o8jhhmxr,cmqmenrlp0000jv04j1xly1hq,true,true,2026-07-01 10:05:23.991
71bd8f71-817b-4cb9-abca-6cab5532c726,cmryo1ftn0006i504xdtdwxx3,cmrx1uju40000l90434dr22kr,true,true,2026-07-24 08:16:01.115
729e9b77-831b-4083-b19e-f10c5afce271,cmq3w09vy0004l404egw44cjf,cmpigctvg0000i60456sxp4gt,false,true,2026-06-07 14:38:29.902
72d67fd3-aff4-4345-bae1-b8ed2f7f4d7a,cmsqgjq3y0002jm04cejvrbg0,cmsfw0h6g0003l804o6nzmp6m,false,false,2026-08-12 19:03:50.255
7352f9d5-be15-40cf-9638-5cffc382af16,cms67n0g60002jr04wrjcopn4,cms05m2qh0000l5045gmughkm,true,true,2026-07-29 14:59:03.558
74b5bec1-2851-41a4-b9e6-0364a984062a,cms2xytg20002js046f90286k,cms05m2qh0000l5045gmughkm,true,true,2026-07-27 08:04:59.667
74fc7e29-306f-43a7-8511-09c47cf0e918,cmrhnsigs0002l8044a64a2zo,cmr4qaf4s0000lb04ubn1ktlo,true,true,2026-07-12 10:36:59.644
77040b64-bde6-4778-90e3-abb6883add9a,cmpcwvcx10002l704yk43k47g,cmpblfjl10000l204e2inoxr5,true,true,2026-05-19 17:32:53.413
77149209-1e0a-4b05-9ef6-e31300945476,cmq6ww1ue0002l504eegfhesc,cmq4tubg50001jv04zkahc11j,true,true,2026-06-09 17:26:30.998
77dc9d29-3514-45b6-947b-02face8f350f,cmq2a5te30005jo0412e6creg,cmpigctvg0000i60456sxp4gt,false,true,2026-06-06 11:39:10.731
7a435ff0-86ba-492a-b98b-562c3d82c110,cms92aewu0004k3046cl5lkwz,cmrx1uju40000l90434dr22kr,true,true,2026-07-31 14:52:36.222
7b4e5f92-7419-4a75-a066-311caab64637,cms4vf3r70002lj04280ut7we,cmrx1uju40000l90434dr22kr,true,true,2026-07-28 16:29:13.027
7d1294e9-21a0-4503-a0e4-5c754efb2ec8,cmskjyee20002la04kz4xkfn1,cmsfw0h6g0003l804o6nzmp6m,false,true,2026-08-08 15:52:36.699
7d53641d-e02d-4917-833a-bd6b2f2551df,cmruds4dn0002jo040jhjzluj,cmrj4maoy0000jp04azdi1kbb,true,true,2026-07-21 08:17:45.515
7ecea780-c521-4b25-afb9-5ec35ff36241,cmq56oeh90002l4045g0d8srd,cmq4tubg50001jv04zkahc11j,true,true,2026-06-08 12:24:57.933
7faf321f-980e-42c6-bd69-c5e39bed7f15,cms8ty0t30005ld045zv91s1t,cms05m2qh0000l5045gmughkm,true,true,2026-07-31 10:59:01.143
7ff8a7ba-8517-444f-9214-5c523fcd02f5,cmrysabr80005jo044i56i71c,cmrx1uju40000l90434dr22kr,true,true,2026-07-24 10:14:54.213
801b0c43-059f-4fc6-90a0-7967fef0b56e,cmricfhv90002l704wkg36lf5,cmqw8vwhi0000jp041gsg24q8,false,true,2026-07-12 22:06:42.741
821a1b6a-8bc2-4b9b-b2dd-2ffc972a6af3,cmrsv2x8e0002ib04lie4r2au,cmqw8vwhi0000jp041gsg24q8,false,true,2026-07-20 06:46:30.59
8222cb57-1819-4571-9452-3aaedb8697cf,cmsandl0n0002l704kzjl56se,cmrx1uju40000l90434dr22kr,false,true,2026-08-01 17:30:42.215
83ed497e-9978-46cc-9a4d-72b27ede189e,cmrovcl990002lf0497nel1wl,cmrj4maoy0000jp04azdi1kbb,false,true,2026-07-17 11:42:56.925
840872aa-3550-4352-9735-6e72b1555779,cmsov00r70002ld042hbesdr4,cmsfw0h6g0003l804o6nzmp6m,false,true,2026-08-11 16:12:52.82
8527af2d-7fc0-4d9c-a4f0-c798d1727d5e,cmr3d2ais0002i80446vb0hcb,cmqmenrlp0000jv04j1xly1hq,true,true,2026-07-02 10:27:53.668
86994f78-5107-47e2-a537-2f7da21c92b6,cmrgco9rb0002l404qrxmett7,cmr4qaf4s0000lb04ubn1ktlo,false,true,2026-07-11 12:37:59.783
87c0bc77-d87b-4ea6-8151-94715dc19f4a,cmsoz10nu0002ky04benm3dm9,cms05rk2r0000la04eucpumzy,true,true,2026-08-11 18:05:37.819
8808629a-0f55-4ef0-8585-44cf9b68edff,cmrbukyw60002lc04ic2ghnwn,cmr4qaf4s0000lb04ubn1ktlo,false,true,2026-07-08 09:00:27.943
887b9c29-a8ba-40e4-81a3-93735213a902,cmpl0c4o70002jl04icmbagu8,cmpigctvg0000i60456sxp4gt,false,true,2026-05-25 09:32:04.135
890c4c19-27b2-44f0-b24b-960803d864ba,cmq6gg6460002l404lqom5gpq,cmq4tubg50001jv04zkahc11j,true,true,2026-06-09 09:46:16.182
8aa106ab-3330-4d60-ac80-ea31aafd3d57,cmrh2y03y0002l104jodwz1v7,cmr4qaf4s0000lb04ubn1ktlo,false,true,2026-07-12 00:53:23.854
8b691bf9-c6c1-4cd7-95f2-318ee375b9f9,cmpwl6ys20005kq048gp37bxl,cmpigctvg0000i60456sxp4gt,false,true,2026-06-02 12:01:23.091
8da52af7-a105-463b-b26e-93bcaee366d0,cmsfw0dwe0002l804xfewfk0d,cms05m2qh0000l5045gmughkm,true,true,2026-08-05 09:31:13.886
8e5a148a-6bf6-47cb-ae51-5492d65c0565,cmpxre4r50005l204ba4qiqc0,cmpigctvg0000i60456sxp4gt,false,true,2026-06-03 07:42:41.297
8ef236fe-51f0-4976-939a-1c924038f583,cmsa51c7h0002l704gp94x2j0,cms05m2qh0000l5045gmughkm,true,true,2026-08-01 08:57:17.837
8ffac80f-c559-4190-adad-751b9cdd031c,cmpuvxat90003l10438uoncwy,cmpigctvg0000i60456sxp4gt,false,true,2026-06-01 07:26:15.55
